TrialName,Participant,Sample,Emp,Probability
BalanceUnder,TA8,0,emp1,0.3357218460722235
BalanceUnder,TA10,0,emp1,0.3715426481135892
BalanceUnder,TA13,0,emp1,0.8081729075970402
BalanceUnder,TA12,0,emp1,0.9340711139237033
BalanceUnder,TA11,0,emp1,0.8719944176982578
BalanceUnder,TA14,0,emp1,0.4000200737989531
BalanceUnder,TA7,0,emp1,0.36412521371240264
BalanceUnder,TA17,0,emp1,0.9171190539810332
BalanceUnder,TA21,0,emp1,0.5016924269098187
BalanceUnder,TA26,0,emp1,0.47483720040111055
BalanceUnder,TA24,0,emp1,0.40969660189512863
BalanceUnder,TA29,0,emp1,0.38393041443967185
BalanceUnder,TA28,0,emp1,0.44172945105756495
BalanceUnder,TA32,0,emp1,0.3772927735465903
BalanceUnder,TA33,0,emp1,0.4170057970205146
BalanceUnder,TA34,0,emp1,0.38282074180108516
BalanceUnder,TA30,0,emp1,0.4462540450486981
BalanceUnder,TA27,0,emp1,0.36332371920020184
BalanceUnder,TA5,0,emp1,0.3950566912760578
BalanceUnder,TA38,0,emp1,0.41695818895134484
BalanceUnder,TA20,0,emp1,0.3641252137124034
BalanceUnder,TA41,0,emp1,0.4208653085271137
BalanceUnder,TA40,0,emp1,0.4756428286457995
BalanceUnder,TA45,0,emp1,0.5035873643488326
BalanceUnder,TA46,0,emp1,0.3530579696060131
BalanceUnder,TA51,0,emp1,0.45508370086410715
BalanceUnder,TA52,0,emp1,0.31891268434066916
BalanceUnder,TA53,0,emp1,0.5418662769667869
BalanceUnder,TA44,0,emp1,0.9345992428271019
BalanceUnder,TA54,0,emp1,0.40779911803519925
BalanceUnder,TA57,0,emp1,0.34909471515121887
BalanceUnder,TA80,0,emp1,0.47893239889314965
BalanceUnder,TA66,0,emp1,0.36332371920020146
BalanceUnder,TA64,0,emp1,0.4364852375386317
BalanceUnder,ta73,0,emp1,0.7972636765553341
BalanceUnder,TA69,0,emp1,0.3550661902568019
BalanceUnder,TA63,0,emp1,0.5173791454776104
BalanceUnder,TA58,0,emp1,0.358376841783691
BalanceUnder,TA83,0,emp1,0.3497156446830807
BalanceUnder,TC1,0,emp2,0.5894677853701893
BalanceUnder,TC2,0,emp2,0.5571469349603707
BalanceUnder,TC4,0,emp2,0.5799350789889641
BalanceUnder,TC3,0,emp2,0.4468562008571354
BalanceUnder,TC9,0,emp2,0.5517556022175248
BalanceUnder,TC8,0,emp2,0.5276355104610703
BalanceUnder,TC7,0,emp2,0.551300682571675
BalanceUnder,TC12,0,emp2,0.48329706986807824
BalanceUnder,CT11,0,emp2,0.5469778570153537
BalanceUnder,tc15,0,emp2,0.5508788000455432
BalanceUnder,TC16,0,emp2,0.604390736737015
BalanceUnder,TC6,0,emp2,0.43661716088234354
BalanceUnder,TC20,0,emp2,0.5597083913332023
BalanceUnder,TC22,0,emp2,0.5706444960289294
BalanceUnder,TC21,0,emp2,0.4143674815640141
BalanceUnder,TC26,0,emp2,0.6118712329105541
BalanceUnder,TC24,0,emp2,0.5740400245193245
BalanceUnder,TC17,0,emp2,0.20150646587321497
BalanceUnder,TC30,0,emp2,0.5599253133337733
BalanceUnder,TC31,0,emp2,0.5868891131110928
BalanceUnder,TC32,0,emp2,0.5944265811175878
BalanceUnder,TC23,0,emp2,0.5807665382569627
BalanceUnder,TC29,0,emp2,0.6015695280019815
BalanceUnder,TC43,0,emp2,0.5398478865686276
BalanceUnder,TC44,0,emp2,0.5815150799388216
BalanceUnder,TC46,0,emp2,0.5388891932710772
