TrialName,Participant,Sample,Emp,Probability
BalanceUnder,OC37,2,emp2,0.999911750007102
BalanceUnder,OC22,2,emp2,0.3942909967300769
BalanceUnder,OC40,2,emp2,0.9988890985937305
BalanceUnder,OC27,2,emp2,0.404007625245709
BalanceUnder,OA4,3,emp1,0.5344602254553062
BalanceUnder,OA6,3,emp1,0.5869186766295819
BalanceUnder,OA5,3,emp1,0.9889575492138369
BalanceUnder,OA7,3,emp1,0.9607685390203082
BalanceUnder,OA12,3,emp1,0.5240366000431976
BalanceUnder,Oa14,3,emp1,0.9996999070328777
BalanceUnder,OA18,3,emp1,0.8936211357887662
BalanceUnder,OA23,3,emp1,0.4154857946978064
BalanceUnder,OA25,3,emp1,0.5760088596049838
BalanceUnder,OA22,3,emp1,0.26295311445856095
BalanceUnder,OA27,3,emp1,0.22321170834618456
BalanceUnder,OA19,3,emp1,0.46791315279567774
BalanceUnder,OA31,3,emp1,0.5524261418121411
BalanceUnder,OA33,3,emp1,0.5425531683359843
BalanceUnder,OA28,3,emp1,0.06007845596510572
BalanceUnder,OA37,3,emp1,0.4675594265107026
BalanceUnder,OA38,3,emp1,0.5813529404856639
BalanceUnder,OA36,3,emp1,0.9982963999623753
BalanceUnder,OA45,3,emp1,0.5527266947349675
BalanceUnder,OA40,3,emp1,0.9997222525738552
BalanceUnder,OA44,3,emp1,3.760071747536053e-11
BalanceUnder,OA56,3,emp1,0.6176328802627622
BalanceUnder,OA57,3,emp1,0.5277553845802988
BalanceUnder,OA53,3,emp1,0.5423724901782068
BalanceUnder,OA50,3,emp1,0.9863538543037317
BalanceUnder,OA58,3,emp1,0.5930747786177111
BalanceUnder,OA54,3,emp1,0.4852096314763066
BalanceUnder,OA48,3,emp1,0.4668142982226357
BalanceUnder,OA61,3,emp1,0.6555913004904508
BalanceUnder,OA65,3,emp1,0.46441065904360873
BalanceUnder,OA69,3,emp1,0.21062179828363023
BalanceUnder,OA66,3,emp1,0.5707584712217108
BalanceUnder,OA67,3,emp1,0.9685185763296016
BalanceUnder,OC1,3,emp2,0.9998866415213924
BalanceUnder,OC13,3,emp2,0.31699128748629085
BalanceUnder,OC14,3,emp2,0.43945755521452756
BalanceUnder,OC4,3,emp2,0.4427474263648485
BalanceUnder,OC15,3,emp2,0.43631294002298454
BalanceUnder,OC3,3,emp2,0.9660155316765446
BalanceUnder,OC16,3,emp2,0.43263562624013674
BalanceUnder,OC17,3,emp2,0.9999776316968239
BalanceUnder,OC21,3,emp2,0.2696251500445483
BalanceUnder,OC26,3,emp2,0.381604390945668
BalanceUnder,OC20,3,emp2,0.48549073529001535
BalanceUnder,oc5,3,emp2,0.5229391726532201
BalanceUnder,oc19,3,emp2,0.9993923741935943
BalanceUnder,OC28,3,emp2,0.9999464124950876
BalanceUnder,OC32,3,emp2,0.8752885615220739
BalanceUnder,OC30,3,emp2,0.8257844618522652
BalanceUnder,OC8,3,emp2,0.3870043299727162
BalanceUnder,OC18,3,emp2,0.4520313815113814
BalanceUnder,OC29,3,emp2,0.011256577876188776
BalanceUnder,Oc34,3,emp2,0.36288748945101085
BalanceUnder,OC38,3,emp2,0.638693807823035
BalanceUnder,OC37,3,emp2,0.9999206507492266
BalanceUnder,OC22,3,emp2,0.407508012184226
BalanceUnder,OC40,3,emp2,0.9989200488962756
BalanceUnder,OC27,3,emp2,0.4152345316907014
BalanceUnder,OA4,4,emp1,0.5373206888652217
BalanceUnder,OA6,4,emp1,0.5834180078897667
BalanceUnder,OA5,4,emp1,0.9869177503656429
BalanceUnder,OA7,4,emp1,0.9613488198576955
BalanceUnder,OA12,4,emp1,0.507515221024477
BalanceUnder,Oa14,4,emp1,0.9996909165763955
BalanceUnder,OA18,4,emp1,0.8908349778321116
BalanceUnder,OA23,4,emp1,0.4163874395566863
BalanceUnder,OA25,4,emp1,0.5774024976083932
BalanceUnder,OA22,4,emp1,0.2531653180044539
BalanceUnder,OA27,4,emp1,0.23192495233215468
BalanceUnder,OA19,4,emp1,0.451080438226996
BalanceUnder,OA31,4,emp1,0.5568607430103779
BalanceUnder,OA33,4,emp1,0.5969714026677534
BalanceUnder,OA28,4,emp1,0.06127742822160864
BalanceUnder,OA37,4,emp1,0.4741241382339444
BalanceUnder,OA38,4,emp1,0.5664822589510178
BalanceUnder,OA36,4,emp1,0.9983507440156016
BalanceUnder,OA45,4,emp1,0.4935646444367405
BalanceUnder,OA40,4,emp1,0.9997473157201608
BalanceUnder,OA44,4,emp1,3.601288315650537e-11
BalanceUnder,OA56,4,emp1,0.6043416094892211
BalanceUnder,OA57,4,emp1,0.4817464440731677
BalanceUnder,OA53,4,emp1,0.5506818198758192
BalanceUnder,OA50,4,emp1,0.9821169446888471
BalanceUnder,OA58,4,emp1,0.5408679661026594
BalanceUnder,OA54,4,emp1,0.500800959423058
BalanceUnder,OA48,4,emp1,0.4988723173094801
BalanceUnder,OA61,4,emp1,0.6566621752905963
BalanceUnder,OA65,4,emp1,0.49544956287882513
BalanceUnder,OA69,4,emp1,0.20181635902448397
BalanceUnder,OA66,4,emp1,0.5444648060756618
BalanceUnder,OA67,4,emp1,0.9641309724349285
BalanceUnder,OC1,4,emp2,0.9998729101253065
BalanceUnder,OC13,4,emp2,0.3366319466776379
BalanceUnder,OC14,4,emp2,0.4461353333067874
BalanceUnder,OC4,4,emp2,0.40876961948109974
BalanceUnder,OC15,4,emp2,0.44253402340564896
BalanceUnder,OC3,4,emp2,0.9577739590297403
BalanceUnder,OC16,4,emp2,0.4383852645671857
BalanceUnder,OC17,4,emp2,0.9999772478500178
BalanceUnder,OC21,4,emp2,0.28606065871117614
BalanceUnder,OC26,4,emp2,0.39376578647450494
BalanceUnder,OC20,4,emp2,0.48965475407936265
BalanceUnder,oc5,4,emp2,0.5244227279915156
BalanceUnder,oc19,4,emp2,0.9993732904328944
BalanceUnder,OC28,4,emp2,0.9999450414486026
BalanceUnder,OC32,4,emp2,0.8523375203369572
BalanceUnder,OC30,4,emp2,0.807506700135215
BalanceUnder,OC8,4,emp2,0.3922597354393263
BalanceUnder,OC18,4,emp2,0.45705801648064
BalanceUnder,OC29,4,emp2,0.02512680262799416
BalanceUnder,Oc34,4,emp2,0.3774250744816031
BalanceUnder,OC38,4,emp2,0.6030822037073453
BalanceUnder,OC37,4,emp2,0.9999179865172548
BalanceUnder,OC22,4,emp2,0.4044551685238211
BalanceUnder,OC40,4,emp2,0.9988990053608567
BalanceUnder,OC27,4,emp2,0.4149182092635408
BalanceUnder,OA4,5,emp1,0.5771345281132075
BalanceUnder,OA6,5,emp1,0.5953751546844961
BalanceUnder,OA5,5,emp1,0.983329949283516
BalanceUnder,OA7,5,emp1,0.9491849588227739
BalanceUnder,OA12,5,emp1,0.5422291559398519
BalanceUnder,Oa14,5,emp1,0.9997023276491057
BalanceUnder,OA18,5,emp1,0.9114243101120288
BalanceUnder,OA23,5,emp1,0.437616133135587
BalanceUnder,OA25,5,emp1,0.5292280313665318
BalanceUnder,OA22,5,emp1,0.25470408734966543
BalanceUnder,OA27,5,emp1,0.21944518631191995
BalanceUnder,OA19,5,emp1,0.4728495841998821
BalanceUnder,OA31,5,emp1,0.5727000856092079
BalanceUnder,OA33,5,emp1,0.5849384515108952
BalanceUnder,OA28,5,emp1,0.05294593403527999
BalanceUnder,OA37,5,emp1,0.4942927113838433
BalanceUnder,OA38,5,emp1,0.5846370743473135
BalanceUnder,OA36,5,emp1,0.9982916071961682
BalanceUnder,OA45,5,emp1,0.5570353713937635
BalanceUnder,OA40,5,emp1,0.9997478637501505
BalanceUnder,OA44,5,emp1,2.984797245338144e-11
BalanceUnder,OA56,5,emp1,0.6208334608160228
BalanceUnder,OA57,5,emp1,0.49764147499381817
BalanceUnder,OA53,5,emp1,0.5376009715569875
BalanceUnder,OA50,5,emp1,0.984568541623158
BalanceUnder,OA58,5,emp1,0.524394027594431
BalanceUnder,OA54,5,emp1,0.5213494015172156
BalanceUnder,OA48,5,emp1,0.44793419676441587
BalanceUnder,OA61,5,emp1,0.6570662515829055
BalanceUnder,OA65,5,emp1,0.464549150274427
BalanceUnder,OA69,5,emp1,0.2082313164562102
BalanceUnder,OA66,5,emp1,0.573317591837815
BalanceUnder,OA67,5,emp1,0.9659096082248307
BalanceUnder,OC1,5,emp2,0.9998844935506027
BalanceUnder,OC13,5,emp2,0.35313783400681764
BalanceUnder,OC14,5,emp2,0.4362629628293331
BalanceUnder,OC4,5,emp2,0.4349627961623395
BalanceUnder,OC15,5,emp2,0.470500922167824
BalanceUnder,OC3,5,emp2,0.9643544200023567
BalanceUnder,OC16,5,emp2,0.4655549492401423
BalanceUnder,OC17,5,emp2,0.9999772750672428
BalanceUnder,OC21,5,emp2,0.303578320071668
BalanceUnder,OC26,5,emp2,0.4219105370804388
BalanceUnder,OC20,5,emp2,0.519738280455292
BalanceUnder,oc5,5,emp2,0.5587128591482383
BalanceUnder,oc19,5,emp2,0.9993744104095162
BalanceUnder,OC28,5,emp2,0.9999447651859618
BalanceUnder,OC32,5,emp2,0.8566234737275605
BalanceUnder,OC30,5,emp2,0.8352759672350702
BalanceUnder,OC8,5,emp2,0.4072921329188024
BalanceUnder,OC18,5,emp2,0.4835511329888623
BalanceUnder,OC29,5,emp2,0.0183489236904978
BalanceUnder,Oc34,5,emp2,0.3988694938716078
BalanceUnder,OC38,5,emp2,0.6039276515914747
BalanceUnder,OC37,5,emp2,0.9999183311363935
BalanceUnder,OC22,5,emp2,0.4202153576569173
BalanceUnder,OC40,5,emp2,0.9988948098820332
BalanceUnder,OC27,5,emp2,0.4373359465783239
BalanceUnder,OA4,6,emp1,0.543556314864665
BalanceUnder,OA6,6,emp1,0.5915602243825328
BalanceUnder,OA5,6,emp1,0.9907520359251126
BalanceUnder,OA7,6,emp1,0.9777589357622392
BalanceUnder,OA12,6,emp1,0.5865832637212962
BalanceUnder,Oa14,6,emp1,0.999670262828615
BalanceUnder,OA18,6,emp1,0.87552945868864
BalanceUnder,OA23,6,emp1,0.4317626058710712
BalanceUnder,OA25,6,emp1,0.6419293262774064
BalanceUnder,OA22,6,emp1,0.24403743692532848
BalanceUnder,OA27,6,emp1,0.2405721373591134
BalanceUnder,OA19,6,emp1,0.48387903703094853
BalanceUnder,OA31,6,emp1,0.5666986579301448
BalanceUnder,OA33,6,emp1,0.6360099842940053
BalanceUnder,OA28,6,emp1,0.05350180735913337
BalanceUnder,OA37,6,emp1,0.5069496061506332
BalanceUnder,OA38,6,emp1,0.5955236675623704
BalanceUnder,OA36,6,emp1,0.9978285327502197
BalanceUnder,OA45,6,emp1,0.5745862759394809
BalanceUnder,OA40,6,emp1,0.9997308868009356
BalanceUnder,OA44,6,emp1,4.8136353108303445e-11
BalanceUnder,OA56,6,emp1,0.6326382302340728
BalanceUnder,OA57,6,emp1,0.5464937860065787
BalanceUnder,OA53,6,emp1,0.5933434185408867
BalanceUnder,OA50,6,emp1,0.9838572326561541
BalanceUnder,OA58,6,emp1,0.61583970194851
BalanceUnder,OA54,6,emp1,0.5365776841646089
BalanceUnder,OA48,6,emp1,0.5457709254504629
BalanceUnder,OA61,6,emp1,0.6512632187270585
BalanceUnder,OA65,6,emp1,0.4983670878346904
BalanceUnder,OA69,6,emp1,0.1988477350408083
BalanceUnder,OA66,6,emp1,0.5840907655308897
BalanceUnder,OA67,6,emp1,0.9653901278141025
BalanceUnder,OC1,6,emp2,0.9998793579373836
BalanceUnder,OC13,6,emp2,0.35587310508601033
BalanceUnder,OC14,6,emp2,0.4208341234206136
BalanceUnder,OC4,6,emp2,0.42165695444458307
BalanceUnder,OC15,6,emp2,0.42223794579526747
BalanceUnder,OC3,6,emp2,0.9631504423727979
BalanceUnder,OC16,6,emp2,0.4184969570162056
BalanceUnder,OC17,6,emp2,0.9999763323897908
BalanceUnder,OC21,6,emp2,0.2783879342350267
BalanceUnder,OC26,6,emp2,0.36738030262590987
BalanceUnder,OC20,6,emp2,0.4937197428101655
BalanceUnder,oc5,6,emp2,0.49869985925447746
BalanceUnder,oc19,6,emp2,0.9993900764147795
BalanceUnder,OC28,6,emp2,0.9999463809826145
BalanceUnder,OC32,6,emp2,0.8517559547846436
BalanceUnder,OC30,6,emp2,0.8139277809050869
BalanceUnder,OC8,6,emp2,0.3715310650937783
BalanceUnder,OC18,6,emp2,0.44826725755303315
BalanceUnder,OC29,6,emp2,0.016189558912563337
BalanceUnder,Oc34,6,emp2,0.35205186989455456
BalanceUnder,OC38,6,emp2,0.6306259567777789
BalanceUnder,OC37,6,emp2,0.9999200743196354
BalanceUnder,OC22,6,emp2,0.3854409543876207
BalanceUnder,OC40,6,emp2,0.9989223317686844
BalanceUnder,OC27,6,emp2,0.39715087255111836
BalanceUnder,OA4,7,emp1,0.581196949700127
BalanceUnder,OA6,7,emp1,0.5995317109923368
BalanceUnder,OA5,7,emp1,0.9890931788690867
BalanceUnder,OA7,7,emp1,0.9598916346813972
BalanceUnder,OA12,7,emp1,0.5557407648634531
BalanceUnder,Oa14,7,emp1,0.9976525146815257
BalanceUnder,OA18,7,emp1,0.8882448051713642
BalanceUnder,OA23,7,emp1,0.441428998634647
BalanceUnder,OA25,7,emp1,0.6128053940113618
BalanceUnder,OA22,7,emp1,0.2675442548370261
BalanceUnder,OA27,7,emp1,0.2288176991143462
BalanceUnder,OA19,7,emp1,0.4845342681697833
BalanceUnder,OA31,7,emp1,0.5820620291859003
BalanceUnder,OA33,7,emp1,0.6260292140652258
BalanceUnder,OA28,7,emp1,0.04980475663591169
BalanceUnder,OA37,7,emp1,0.5037860432110538
BalanceUnder,OA38,7,emp1,0.5256262082583434
BalanceUnder,OA36,7,emp1,0.998421256153977
BalanceUnder,OA45,7,emp1,0.5319562557658459
BalanceUnder,OA40,7,emp1,0.9997535730713335
BalanceUnder,OA44,7,emp1,2.6038847029662995e-11
BalanceUnder,OA56,7,emp1,0.5739298496910922
BalanceUnder,OA57,7,emp1,0.5167860523243042
BalanceUnder,OA53,7,emp1,0.5443901413599654
BalanceUnder,OA50,7,emp1,0.9849235883540427
BalanceUnder,OA58,7,emp1,0.5258139661881615
BalanceUnder,OA54,7,emp1,0.5099519152069775
BalanceUnder,OA48,7,emp1,0.4812231266678382
BalanceUnder,OA61,7,emp1,0.6225426832895183
BalanceUnder,OA65,7,emp1,0.47228744779185866
BalanceUnder,OA69,7,emp1,0.20090712336085959
BalanceUnder,OA66,7,emp1,0.5369944759929876
BalanceUnder,OA67,7,emp1,0.961988571246429
BalanceUnder,OC1,7,emp2,0.9998850630968109
BalanceUnder,OC13,7,emp2,0.2842248174935303
BalanceUnder,OC14,7,emp2,0.42086757128922175
BalanceUnder,OC4,7,emp2,0.41554431901196276
BalanceUnder,OC15,7,emp2,0.41893660359454504
BalanceUnder,OC3,7,emp2,0.9644556684790956
BalanceUnder,OC16,7,emp2,0.4136243862666268
BalanceUnder,OC17,7,emp2,0.9999757257498926
BalanceUnder,OC21,7,emp2,0.29543663744192306
BalanceUnder,OC26,7,emp2,0.37706184745899635
BalanceUnder,OC20,7,emp2,0.45845921609723
BalanceUnder,oc5,7,emp2,0.5044396096213508
BalanceUnder,oc19,7,emp2,0.9993842688553874
BalanceUnder,OC28,7,emp2,0.9999456326006615
BalanceUnder,OC32,7,emp2,0.858230691655433
BalanceUnder,OC30,7,emp2,0.8350788291812876
BalanceUnder,OC8,7,emp2,0.3488789743362925
BalanceUnder,OC18,7,emp2,0.40862038851110494
BalanceUnder,OC29,7,emp2,0.014602758471746134
BalanceUnder,Oc34,7,emp2,0.3853645039475895
BalanceUnder,OC38,7,emp2,0.6016064583104767
BalanceUnder,OC37,7,emp2,0.999917240322918
BalanceUnder,OC22,7,emp2,0.35796005818244375
BalanceUnder,OC40,7,emp2,0.9988785071854561
BalanceUnder,OC27,7,emp2,0.4051411055172899
BalanceUnder,OA4,8,emp1,0.4712792537665437
BalanceUnder,OA6,8,emp1,0.5873074038580183
BalanceUnder,OA5,8,emp1,0.9844930325856402
BalanceUnder,OA7,8,emp1,0.9491887209372787
BalanceUnder,OA12,8,emp1,0.5415642017472323
BalanceUnder,Oa14,8,emp1,0.9996743632443758
BalanceUnder,OA18,8,emp1,0.8899886422285226
BalanceUnder,OA23,8,emp1,0.4098044634612052
BalanceUnder,OA25,8,emp1,0.5366643076506766
BalanceUnder,OA22,8,emp1,0.23091970928478692
BalanceUnder,OA27,8,emp1,0.22430659079591053
BalanceUnder,OA19,8,emp1,0.4487197283608426
BalanceUnder,OA31,8,emp1,0.5511038543843242
BalanceUnder,OA33,8,emp1,0.5772249499199041
BalanceUnder,OA28,8,emp1,0.053123923126747026
BalanceUnder,OA37,8,emp1,0.4666209184736423
BalanceUnder,OA38,8,emp1,0.5301923051660018
BalanceUnder,OA36,8,emp1,0.9983653689186274
BalanceUnder,OA45,8,emp1,0.48404038214291834
BalanceUnder,OA40,8,emp1,0.9996856279007993
BalanceUnder,OA44,8,emp1,6.041647413262107e-11
BalanceUnder,OA56,8,emp1,0.5853577832446082
BalanceUnder,OA57,8,emp1,0.47583385045358373
BalanceUnder,OA53,8,emp1,0.5668106638329122
BalanceUnder,OA50,8,emp1,0.9876070331598891
BalanceUnder,OA58,8,emp1,0.5328694958815777
BalanceUnder,OA54,8,emp1,0.4793980789960455
BalanceUnder,OA48,8,emp1,0.4633120531071903
BalanceUnder,OA61,8,emp1,0.6583811705340334
BalanceUnder,OA65,8,emp1,0.4605051554409399
BalanceUnder,OA69,8,emp1,0.21170891133698713
BalanceUnder,OA66,8,emp1,0.5741512005643183
BalanceUnder,OA67,8,emp1,0.9714368171524941
BalanceUnder,OC1,8,emp2,0.9998742650769764
BalanceUnder,OC13,8,emp2,0.3408030434742474
BalanceUnder,OC14,8,emp2,0.47854931356303976
BalanceUnder,OC4,8,emp2,0.45768809717711506
BalanceUnder,OC15,8,emp2,0.4754799879523477
BalanceUnder,OC3,8,emp2,0.9639593395214578
BalanceUnder,OC16,8,emp2,0.472633593387351
BalanceUnder,OC17,8,emp2,0.9999772157692232
BalanceUnder,OC21,8,emp2,0.2804263647416387
BalanceUnder,OC26,8,emp2,0.4290120583055623
BalanceUnder,OC20,8,emp2,0.5217968034073373
BalanceUnder,oc5,8,emp2,0.555047190712661
BalanceUnder,oc19,8,emp2,0.9993672251647411
BalanceUnder,OC28,8,emp2,0.9999446843960542
BalanceUnder,OC32,8,emp2,0.8821226457796112
BalanceUnder,OC30,8,emp2,0.8324346036607005
BalanceUnder,OC8,8,emp2,0.4243734152953918
BalanceUnder,OC18,8,emp2,0.48247275737697803
BalanceUnder,OC29,8,emp2,0.021112574895160875
